experiment,arm,estimator_family,m,n,d,L,T_per_seed,rmse_raw,rmse_clip,rmse_tpm,dRMSE_clip_pct,dRMSE_tpm_pct,ci_clip_lo,ci_clip_hi,ci_tpm_lo,ci_tpm_hi,z_clip,z_tpm,bind_rate,a_std,clip_worse_than_raw
exp1,ideal-prng,ideal,1024,2000,1.0,2000,,0.033047,0.021606,0.030489,34.622,7.742,,,,,-24.318,-5.75,0.5223,,False
exp1,ideal-prng,ideal,1024,2000,1.02,2040,,0.032094,0.023789,0.023377,25.877,27.159,,,,,-20.08,-18.74,0.2823,,False
exp1,ideal-prng,ideal,1024,2000,1.1,2200,,0.032418,0.032331,0.030124,0.269,7.075,,,,,-2.32,-16.394,0.003,,False
exp1,ideal-prng,ideal,1024,2000,2.0,4000,,0.032504,0.032504,0.032611,0.0,-0.329,,,,,0.0,5.485,0.0,,False
exp1,ideal-prng,ideal,1024,8000,1.0,8000,,0.030025,0.021222,0.030531,29.32,-1.686,,,,,-24.008,1.439,0.4947,,False
exp1,ideal-prng,ideal,1024,8000,1.02,8160,,0.030276,0.023526,0.023542,22.294,22.24,,,,,-19.25,-16.72,0.2547,,False
exp1,ideal-prng,ideal,1024,8000,1.1,8800,,0.030243,0.030206,0.028384,0.121,6.145,,,,,-1.229,-16.435,0.001,,False
exp1,ideal-prng,ideal,1024,8000,2.0,16000,,0.031379,0.031379,0.031412,0.0,-0.106,,,,,0.0,1.713,0.0,,False
exp1,ideal-prng,ideal,1024,32000,1.0,32000,,0.032472,0.022549,0.031285,30.559,3.656,,,,,-23.985,-2.992,0.4827,,False
exp1,ideal-prng,ideal,1024,32000,1.02,32640,,0.031665,0.024798,0.024666,21.688,22.103,,,,,-18.378,-16.63,0.266,,False
exp1,ideal-prng,ideal,1024,32000,1.1,35200,,0.031865,0.03184,0.029874,0.079,6.25,,,,,-1.602,-17.07,0.0013,,False
exp1,ideal-prng,ideal,1024,32000,2.0,64000,,0.032515,0.032515,0.032583,0.0,-0.207,,,,,0.0,3.472,0.0,,False
exp1,words-xxh64,classic-FFGM,1024,2000,1.0,2000,,0.032205,0.022181,0.031022,31.127,3.675,,,,,-23.426,-2.905,0.5057,,False
exp1,words-xxh64,classic-FFGM,1024,2000,1.02,2040,,0.032641,0.024249,0.023921,25.712,26.715,,,,,-20.348,-18.832,0.276,,False
exp1,words-xxh64,classic-FFGM,1024,2000,1.1,2200,,0.032637,0.03256,0.03029,0.236,7.19,,,,,-1.651,-17.061,0.0017,,False
exp1,words-xxh64,classic-FFGM,1024,2000,2.0,4000,,0.032898,0.032898,0.032981,0.0,-0.251,,,,,0.0,4.244,0.0,,False
exp1,words-xxh64,classic-FFGM,1024,8000,1.0,8000,,0.030815,0.019702,0.029343,36.065,4.778,,,,,-23.823,-3.397,0.5237,,False
exp1,words-xxh64,classic-FFGM,1024,8000,1.02,8160,,0.031429,0.02361,0.023313,24.878,25.822,,,,,-20.392,-18.581,0.278,,False
exp1,words-xxh64,classic-FFGM,1024,8000,1.1,8800,,0.030699,0.030646,0.028545,0.173,7.017,,,,,-1.791,-16.32,0.0017,,False
exp1,words-xxh64,classic-FFGM,1024,8000,2.0,16000,,0.030526,0.030526,0.030657,0.0,-0.429,,,,,0.0,6.722,0.0,,False
exp1,words-xxh64,classic-FFGM,1024,32000,1.0,32000,,0.030756,0.020543,0.030013,33.208,2.418,,,,,-24.055,-1.856,0.4993,,False
exp1,words-xxh64,classic-FFGM,1024,32000,1.02,32640,,0.030485,0.02363,0.02368,22.487,22.321,,,,,-20.257,-17.333,0.2557,,False
exp1,words-xxh64,classic-FFGM,1024,32000,1.1,35200,,0.030266,0.03023,0.028339,0.119,6.369,,,,,-1.219,-16.957,0.0007,,False
exp1,words-xxh64,classic-FFGM,1024,32000,2.0,64000,,0.031676,0.031676,0.031798,0.0,-0.386,,,,,0.0,6.273,0.0,,False
exp1,words-mmh3,classic-FFGM,1024,2000,1.0,2000,,0.032478,0.021652,0.03055,33.335,5.936,,,,,-23.682,-4.464,0.5233,,False
exp1,words-mmh3,classic-FFGM,1024,2000,1.02,2040,,0.032389,0.024295,0.024059,24.99,25.718,,,,,-17.574,-16.504,0.2713,,False
exp1,words-mmh3,classic-FFGM,1024,2000,1.1,2200,,0.032409,0.032398,0.030034,0.034,7.327,,,,,-1.484,-18.138,0.001,,False
exp1,words-mmh3,classic-FFGM,1024,2000,2.0,4000,,0.032074,0.032074,0.032176,0.0,-0.319,,,,,0.0,5.259,0.0,,False
exp1,words-mmh3,classic-FFGM,1024,8000,1.0,8000,,0.030602,0.021469,0.030707,29.844,-0.343,,,,,-22.739,0.276,0.489,,False
exp1,words-mmh3,classic-FFGM,1024,8000,1.02,8160,,0.03058,0.024111,0.024247,21.152,20.71,,,,,-17.531,-15.255,0.2373,,False
exp1,words-mmh3,classic-FFGM,1024,8000,1.1,8800,,0.029584,0.029537,0.027869,0.159,5.796,,,,,-1.311,-15.28,0.001,,False
exp1,words-mmh3,classic-FFGM,1024,8000,2.0,16000,,0.030124,0.030124,0.030178,0.0,-0.179,,,,,0.0,2.772,0.0,,False
exp1,words-mmh3,classic-FFGM,1024,32000,1.0,32000,,0.032187,0.025184,0.033402,21.758,-3.776,,,,,-21.226,3.754,0.4317,,False
exp1,words-mmh3,classic-FFGM,1024,32000,1.02,32640,,0.031384,0.026749,0.026973,14.77,14.057,,,,,-17.988,-14.454,0.229,,False
exp1,words-mmh3,classic-FFGM,1024,32000,1.1,35200,,0.031932,0.031932,0.030306,0.0,5.09,,,,,0.0,-18.371,0.0,,False
exp1,words-mmh3,classic-FFGM,1024,32000,2.0,64000,,0.030582,0.030582,0.030486,0.0,0.314,,,,,0.0,-5.04,0.0,,False
exp1,words-sha256,classic-FFGM,1024,2000,1.0,2000,,0.032316,0.021847,0.030775,32.396,4.769,,,,,-23.23,-3.616,0.515,,False
exp1,words-sha256,classic-FFGM,1024,2000,1.02,2040,,0.032219,0.024067,0.023816,25.301,26.081,,,,,-19.655,-18.104,0.274,,False
exp1,words-sha256,classic-FFGM,1024,2000,1.1,2200,,0.032642,0.032446,0.030324,0.6,7.099,,,,,-2.555,-13.767,0.0033,,False
exp1,words-sha256,classic-FFGM,1024,2000,2.0,4000,,0.032179,0.032179,0.032301,0.0,-0.378,,,,,0.0,6.229,0.0,,False
exp1,words-sha256,classic-FFGM,1024,8000,1.0,8000,,0.030561,0.021914,0.031002,28.295,-1.443,,,,,-23.291,1.238,0.476,,False
exp1,words-sha256,classic-FFGM,1024,8000,1.02,8160,,0.03044,0.02422,0.024322,20.434,20.099,,,,,-18.522,-15.866,0.25,,False
exp1,words-sha256,classic-FFGM,1024,8000,1.1,8800,,0.03033,0.030298,0.02852,0.106,5.968,,,,,-1.594,-16.318,0.001,,False
exp1,words-sha256,classic-FFGM,1024,8000,2.0,16000,,0.030577,0.030577,0.030602,0.0,-0.08,,,,,0.0,1.265,0.0,,False
exp1,words-sha256,classic-FFGM,1024,32000,1.0,32000,,0.031117,0.021291,0.030471,31.578,2.076,,,,,-24.28,-1.674,0.5037,,False
exp1,words-sha256,classic-FFGM,1024,32000,1.02,32640,,0.032222,0.025189,0.024966,21.826,22.517,,,,,-19.284,-17.558,0.275,,False
exp1,words-sha256,classic-FFGM,1024,32000,1.1,35200,,0.031495,0.031393,0.029358,0.326,6.786,,,,,-1.886,-15.029,0.002,,False
exp1,words-sha256,classic-FFGM,1024,32000,2.0,64000,,0.030874,0.030874,0.030935,0.0,-0.195,,,,,0.0,3.098,0.0,,False
exp1,urls-xxh64,classic-FFGM,1024,2000,1.0,2000,,0.032446,0.021728,0.030631,33.035,5.595,,,,,-23.425,-4.202,0.5197,,False
exp1,urls-xxh64,classic-FFGM,1024,2000,1.02,2040,,0.033228,0.024603,0.024254,25.956,27.007,,,,,-20.555,-19.115,0.277,,False
exp1,urls-xxh64,classic-FFGM,1024,2000,1.1,2200,,0.033021,0.032878,0.030394,0.434,7.958,,,,,-2.023,-15.181,0.003,,False
exp1,urls-xxh64,classic-FFGM,1024,2000,2.0,4000,,0.033057,0.033057,0.033174,0.0,-0.355,,,,,0.0,6.029,0.0,,False
exp1,urls-xxh64,classic-FFGM,1024,8000,1.0,8000,,0.030287,0.021501,0.030767,29.007,-1.585,,,,,-23.426,1.337,0.4843,,False
exp1,urls-xxh64,classic-FFGM,1024,8000,1.02,8160,,0.031358,0.024623,0.024743,21.479,21.096,,,,,-18.591,-16.145,0.2463,,False
exp1,urls-xxh64,classic-FFGM,1024,8000,1.1,8800,,0.030039,0.030036,0.028268,0.012,5.896,,,,,-1.0,-17.674,0.0003,,False
exp1,urls-xxh64,classic-FFGM,1024,8000,2.0,16000,,0.030537,0.030537,0.030565,0.0,-0.094,,,,,0.0,1.476,0.0,,False
exp1,urls-xxh64,classic-FFGM,1024,32000,1.0,32000,,0.030538,0.019848,0.029487,35.004,3.441,,,,,-24.759,-2.591,0.5203,,False
exp1,urls-xxh64,classic-FFGM,1024,32000,1.02,32640,,0.031387,0.023369,0.022928,25.545,26.953,,,,,-20.469,-18.976,0.2863,,False
exp1,urls-xxh64,classic-FFGM,1024,32000,1.1,35200,,0.031068,0.031031,0.028751,0.118,7.456,,,,,-1.775,-16.542,0.002,,False
exp1,urls-xxh64,classic-FFGM,1024,32000,2.0,64000,,0.031474,0.031474,0.031594,0.0,-0.381,,,,,0.0,6.169,0.0,,False
exp1,urls-mmh3,classic-FFGM,1024,2000,1.0,2000,,0.032998,0.022529,0.031161,31.728,5.568,,,,,-23.673,-4.359,0.5127,,False
exp1,urls-mmh3,classic-FFGM,1024,2000,1.02,2040,,0.033099,0.024992,0.024722,24.492,25.309,,,,,-19.486,-18.079,0.2757,,False
exp1,urls-mmh3,classic-FFGM,1024,2000,1.1,2200,,0.032155,0.032105,0.030055,0.154,6.529,,,,,-1.839,-16.926,0.0017,,False
exp1,urls-mmh3,classic-FFGM,1024,2000,2.0,4000,,0.033014,0.033014,0.033113,0.0,-0.301,,,,,0.0,5.091,0.0,,False
exp1,urls-mmh3,classic-FFGM,1024,8000,1.0,8000,,0.030807,0.021458,0.030681,30.348,0.411,,,,,-22.786,-0.326,0.4867,,False
exp1,urls-mmh3,classic-FFGM,1024,8000,1.02,8160,,0.030038,0.023762,0.023853,20.891,20.591,,,,,-18.671,-15.969,0.2477,,False
exp1,urls-mmh3,classic-FFGM,1024,8000,1.1,8800,,0.030078,0.030046,0.028265,0.109,6.028,,,,,-1.364,-16.479,0.0007,,False
exp1,urls-mmh3,classic-FFGM,1024,8000,2.0,16000,,0.030188,0.030188,0.030196,0.0,-0.029,,,,,0.0,0.452,0.0,,False
exp1,urls-mmh3,classic-FFGM,1024,32000,1.0,32000,,0.031564,0.023579,0.032219,25.3,-2.073,,,,,-22.049,1.867,0.4577,,False
exp1,urls-mmh3,classic-FFGM,1024,32000,1.02,32640,,0.031092,0.025609,0.025917,17.633,16.644,,,,,-18.5,-15.011,0.2317,,False
exp1,urls-mmh3,classic-FFGM,1024,32000,1.1,35200,,0.030821,0.030785,0.02901,0.117,5.876,,,,,-1.53,-15.191,0.0017,,False
exp1,urls-mmh3,classic-FFGM,1024,32000,2.0,64000,,0.030975,0.030975,0.030931,0.0,0.143,,,,,0.0,-2.293,0.0,,False
exp1,urls-sha256,classic-FFGM,1024,2000,1.0,2000,,0.032544,0.02192,0.030784,32.645,5.407,,,,,-24.186,-4.211,0.5067,,False
exp1,urls-sha256,classic-FFGM,1024,2000,1.02,2040,,0.032227,0.024402,0.024145,24.28,25.078,,,,,-20.171,-18.427,0.2713,,False
